,Country Name,Country Code,Year,Population_male,Population_female,Population_total
2089,Europe & Central Asia,ECS,2007,424336353,454119915,878456268
2090,Europe & Central Asia (excluding high income),ECA,2007,178148101,195337107,373485209
2091,Europe & Central Asia (IDA & IBRD countries),TEC,2007,208810548,227988419,436798968
2092,European Union,EUU,2007,213521234,224962837,438484072
2093,Fragile and conflict affected situations,FCS,2007,360229282,363624070,723853346
2094,Heavily indebted poor countries (HIPC),HPC,2007,288493588,291370473,579864063
2095,High income,HIC,2007,570723440,584068304,1154791752
2096,IBRD only,IBD,2007,2171787254,2123037699,4294824957
2097,IDA & IBRD total,IBT,2007,2832298943,2780291272,5612590218
2098,IDA blend,IDB,2007,222661706,216915051,439576756
2099,IDA only,IDX,2007,437849983,440338522,878188505
2100,IDA total,IDA,2007,660511689,657253573,1317765261
2101,Late-demographic dividend,LTE,2007,1077975505,1064157202,2142132712
2102,Latin America & Caribbean,LCN,2007,281855834,288116385,569972223
2103,Latin America & Caribbean (excluding high income),LAC,2007,253098306,258891514,511989821
2104,Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,273856900,279914343,553771247
2105,Least developed countries: UN classification,LDC,2007,391845246,394471838,786317083
2106,Low & middle income,LMY,2007,2794469849,2740780889,5535250735
2107,Low income,LIC,2007,233584650,235426121,469010772
2108,Lower middle income,LMC,2007,1299974438,1255254585,2555229019
2109,Middle East & North Africa,MEA,2007,191335409,179989399,371324802
2110,Middle East & North Africa (excluding high income),MNA,2007,163807480,160272916,324080392
2111,Middle East & North Africa (IDA & IBRD countries),TMN,2007,162062062,158523837,320585896
2112,Middle income,MIC,2007,2560885199,2505354768,5066239963
2113,North America,NAC,2007,164734319,169450798,334185120
2114,Not classified,INX,2007,..,..,..
2115,OECD members,OED,2007,620753250,643145599,1263898853
2116,Other small states,OSS,2007,12665755,12031936,24697686
2117,Pacific island small states,PSS,2007,1135166,1090911,2226078
2118,Post-demographic dividend,PST,2007,517436076,540816793,1058252873
2119,Pre-demographic dividend,PRE,2007,337238479,340095045,677333522
2120,Small states,SST,2007,17211793,16596678,33808469
2121,South Asia,SAS,2007,818505371,770949244,1589454615
2122,South Asia (IDA & IBRD),TSA,2007,818505371,770949244,1589454615
2123,Sub-Saharan Africa,SSF,2007,402102904,407916359,810019264
2124,Sub-Saharan Africa (excluding high income),SSA,2007,402059459,407874772,809934231
2125,Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,402102904,407916359,810019264
2126,Upper middle income,UMC,2007,1260910761,1250100183,2511010944
2127,World,WLD,2007,3378947510,3338620070,6717567584
2128,Afghanistan,AFG,2008,13339006,13088192,26427199
2129,Albania,ALB,2008,1472476,1474838,2947314
2130,Algeria,DZA,2008,17628560,16941031,34569592
2131,American Samoa,ASM,2008,28265,27626,55891
2132,Andorra,AND,2008,39191,36864,76055
2133,Angola,AGO,2008,10678522,11013001,21691522
2134,Antigua and Barbuda,ATG,2008,39367,43883,83251
2135,Argentina,ARG,2008,19886051,20387718,40273769
2136,Armenia,ARM,2008,1383609,1599812,2983421
2137,Aruba,ABW,2008,46724,51272,97996
2138,Australia,AUS,2008,10570891,10678307,21249199
2139,Austria,AUT,2008,4049665,4271832,8321496
2140,Azerbaijan,AZE,2008,4281933,4481467,8763400
2141,"Bahamas, The",BHS,2008,175825,186970,362795
2142,Bahrain,BHR,2008,684764,425579,1110343
2143,Bangladesh,BGD,2008,73036822,72384496,145421318
2144,Barbados,BRB,2008,130103,142532,272635
2145,Belarus,BLR,2008,4419504,5108481,9527985
2146,Belgium,BEL,2008,5245964,5464009,10709973
2147,Belize,BLZ,2008,153151,152520,305671
2148,Benin,BEN,2008,4434190,4472279,8906469
2149,Bermuda,BMU,2008,31740,33533,65273
2150,Bhutan,BTN,2008,367382,322355,689737
2151,Bolivia,BOL,2008,4981806,4898788,9880593
2152,Bosnia and Herzegovina,BIH,2008,1923825,2019566,3943392
2153,Botswana,BWA,2008,984034,1023285,2007320
2154,Brazil,BRA,2008,95059746,97612571,192672317
2155,British Virgin Islands,VGB,2008,12918,13197,26115
2156,Brunei Darussalam,BRN,2008,200494,184074,384568
2157,Bulgaria,BGR,2008,3617711,3874850,7492561
2158,Burkina Faso,BFA,2008,7542832,7655083,15197915
2159,Burundi,BDI,2008,4090782,4187327,8278109
2160,Cabo Verde,CPV,2008,253369,256967,510336
2161,Cambodia,KHM,2008,6893678,7050210,13943888
2162,Cameroon,CMR,2008,9337569,9439512,18777081
2163,Canada,CAN,2008,16477121,16769997,33247118
2164,Cayman Islands,CYM,2008,25274,25849,51123
2165,Central African Republic,CAF,2008,2241689,2225544,4467233
2166,Chad,TCD,2008,5554274,5544390,11098664
2167,Channel Islands,CHI,2008,75493,78982,154475
2168,Chile,CHL,2008,8268938,8392523,16661462
2169,China,CHN,2008,677925783,646729218,1324655000
2170,Colombia,COL,2008,21686623,22128690,43815313
2171,Comoros,COM,2008,314245,315224,629470
2172,"Congo, Dem. Rep.",COD,2008,30821476,31428249,62249724
2173,"Congo, Rep.",COG,2008,2035727,2053874,4089602
2174,Costa Rica,CRI,2008,2261818,2240104,4501921
2175,Cote d'Ivoire,CIV,2008,10254400,9990049,20244449
2176,Croatia,HRV,2008,2071183,2238522,4309705
2177,Cuba,CUB,2008,5633996,5642613,11276609
2178,Curacao,CUW,2008,67048,78831,145880
2179,Cyprus,CYP,2008,548572,543817,1092390
2180,Czechia,CZE,2008,5086689,5297914,10384603
2181,Denmark,DNK,2008,2721812,2771809,5493621
2182,Djibouti,DJI,2008,439452,443433,882886
2183,Dominica,DMA,2008,34663,34119,68782
2184,Dominican Republic,DOM,2008,4822328,4700619,9522948
2185,Ecuador,ECU,2008,7254593,7242204,14496797
2186,"Egypt, Arab Rep.",EGY,2008,42466097,41378685,83844783
2187,El Salvador,SLV,2008,2901244,3166854,6068099
2188,Equatorial Guinea,GNQ,2008,516140,478831,994971
2189,Eritrea,ERI,2008,1476246,1529533,3005779
2190,Estonia,EST,2008,621710,715380,1337090
2191,Eswatini,SWZ,2008,525058,564813,1089870
2192,Ethiopia,ETH,2008,42458192,41898913,84357105
2193,Faroe Islands,FRO,2008,25130,23282,48411
2194,Fiji,FJI,2008,457414,439316,896731
2195,Finland,FIN,2008,2604239,2709160,5313399
2196,France,FRA,2008,31174324,33205372,64379696
2197,French Polynesia,PYF,2008,143906,136653,280558
2198,Gabon,GAB,2008,805971,794007,1599978
2199,"Gambia, The",GMB,2008,899494,921048,1820542
2200,Georgia,GEO,2008,1802022,2046427,3848449
2201,Germany,DEU,2008,40088841,42021256,82110097
2202,Ghana,GHA,2008,12113292,12212794,24326087
2203,Gibraltar,GIB,2008,15158,15241,30398
2204,Greece,GRC,2008,5487237,5590605,11077841
2205,Greenland,GRL,2008,29928,26399,56328
2206,Grenada,GRD,2008,56743,55736,112478
2207,Guam,GUM,2008,83648,81076,164725
2208,Guatemala,GTM,2008,6813669,6925630,13739299
2209,Guinea,GIN,2008,4791806,4987979,9779785
2210,Guinea-Bissau,GNB,2008,728980,759452,1488431
2211,Guyana,GUY,2008,375558,378592,754150
2212,Haiti,HTI,2008,4756176,4819071,9575247
2213,Honduras,HND,2008,4097779,4003999,8101777
2214,"Hong Kong SAR, China",HKG,2008,3303141,3654659,6957800
2215,Hungary,HUN,2008,4766498,5271691,10038188
2216,Iceland,ISL,2008,161475,155939,317414
2217,India,IND,2008,624242020,582492785,1206734806
2218,Indonesia,IDN,2008,119801561,118134983,237936543
2219,"Iran, Islamic Rep.",IRN,2008,37258400,36059993,73318394
2220,Iraq,IRQ,2008,14526220,14692161,29218381
2221,Ireland,IRL,2008,2239936,2249608,4489544
2222,Isle of Man,IMN,2008,40639,41358,81997
2223,Israel,ISR,2008,3613709,3695091,7308800
2224,Italy,ITA,2008,28490726,30336005,58826731
2225,Jamaica,JAM,2008,1343912,1367460,2711373
2226,Japan,JPN,2008,62444510,65618491,128063000
2227,Jordan,JOR,2008,3414636,3218236,6632873
2228,Kazakhstan,KAZ,2008,7499747,8277191,15776938
2229,Kenya,KEN,2008,19479661,19707234,39186895
2230,Kiribati,KIR,2008,50920,53046,103966
2231,"Korea, Dem. People's Rep.",PRK,2008,11953972,12515075,24469047
2232,"Korea, Rep.",KOR,2008,24483738,24570971,49054708
2233,Kosovo,XKX,2008,879705,867678,1747383
2234,Kuwait,KWT,2008,1528571,1122360,2650930
2235,Kyrgyz Republic,KGZ,2008,2597882,2720818,5318700
2236,Lao PDR,LAO,2008,3084231,3051630,6135861
2237,Latvia,LVA,2008,991348,1185974,2177322
2238,Lebanon,LBN,2008,2422820,2464793,4887613
2239,Lesotho,LSO,2008,976899,1018115,1995014
2240,Liberia,LBR,2008,1869357,1914531,3783887
2241,Libya,LBY,2008,3164557,3063814,6228370
2242,Liechtenstein,LIE,2008,17473,17927,35401
2243,Lithuania,LTU,2008,1469516,1728715,3198231
2244,Luxembourg,LUX,2008,242384,246266,488650
2245,"Macao SAR, China",MAC,2008,253726,275313,529038
2246,Madagascar,MDG,2008,10302005,10211594,20513599
2247,Malawi,MWI,2008,6710463,7178959,13889423
2248,Malaysia,MYS,2008,14226719,13437576,27664296
2249,Maldives,MDV,2008,180542,156341,336883
2250,Mali,MLI,2008,7350044,7201073,14551117
2251,Malta,MLT,2008,202981,206399,409379
2252,Marshall Islands,MHL,2008,27555,26261,53816
2253,Mauritania,MRT,2008,1597439,1635897,3233336
2254,Mauritius,MUS,2008,618617,625503,1244121
2255,Mexico,MEX,2008,53699298,55985191,109684489
2256,"Micronesia, Fed. Sts.",FSM,2008,54828,53877,108704
2257,Moldova,MDA,2008,1361313,1507520,2868833
2258,Monaco,MCO,2008,15542,16320,31862
2259,Mongolia,MNG,2008,1311312,1322575,2633887
2260,Montenegro,MNE,2008,300084,316886,616969
2261,Morocco,MAR,2008,15864470,15770522,31634992
2262,Mozambique,MOZ,2008,10636233,11209337,21845571
2263,Myanmar,MMR,2008,24326716,24402770,48729486
2264,Namibia,NAM,2008,987250,1051301,2038552
2265,Nauru,NRU,2008,5228,5016,10243
2266,Nepal,NPL,2008,13236099,13645445,26881544
2267,Netherlands,NLD,2008,8138778,8306815,16445593
2268,New Caledonia,NCL,2008,122807,119942,242750
2269,New Zealand,NZL,2008,2083721,2176078,4259800
2270,Nicaragua,NIC,2008,2802298,2885445,5687744
2271,Niger,NER,2008,7818388,7636788,15455175
2272,Nigeria,NGA,2008,76699005,75683500,152382506
2273,North Macedonia,MKD,2008,1023354,1023544,2046898
2274,Northern Mariana Islands,MNP,2008,30450,29582,60032
2275,Norway,NOR,2008,2377357,2390855,4768212
2276,Oman,OMN,2008,1528791,1122237,2651028
2277,Pakistan,PAK,2008,95745628,90186327,185931955
2278,Palau,PLW,2008,10190,8912,19102
2279,Panama,PAN,2008,1753495,1741781,3495276
2280,Papua New Guinea,PNG,2008,3718410,3419577,7137988
2281,Paraguay,PRY,2008,2843994,2801155,5645148
2282,Peru,PER,2008,14388026,14418159,28806185
2283,Philippines,PHL,2008,46168861,45083466,91252326
2284,Poland,POL,2008,18471142,19654617,38125759
2285,Portugal,PRT,2008,5063844,5494333,10558177
2286,Puerto Rico,PRI,2008,1803873,1956993,3760866
2287,Qatar,QAT,2008,1103898,340380,1444277
2288,Romania,ROU,2008,9948846,10589029,20537875
2289,Russian Federation,RUS,2008,65997139,76745227,142742366
2290,Rwanda,RWA,2008,4725056,5056940,9781996
2291,Samoa,WSM,2008,98778,93008,191787
2292,San Marino,SMR,2008,15052,15648,30700
2293,Sao Tome and Principe,STP,2008,86800,87204,174004
2294,Saudi Arabia,SAU,2008,15700185,11737168,27437353
2295,Senegal,SEN,2008,5839565,6033364,11872929
2296,Serbia,SRB,2008,3537191,3813031,7350222
2297,Seychelles,SYC,2008,44554,42403,86956
2298,Sierra Leone,SLE,2008,3039735,3051126,6090860
2299,Singapore,SGP,2008,2489956,2349440,4839396
2300,Sint Maarten (Dutch part),SXM,2008,16206,17758,33964
2301,Slovak Republic,SVK,2008,2615583,2763650,5379233
2302,Slovenia,SVN,2008,994773,1026544,2021316
2303,Solomon Islands,SLB,2008,264829,251172,516001
2304,Somalia,SOM,2008,5733318,5711552,11444870
2305,South Africa,ZAF,2008,24278088,26287724,50565812
2306,South Sudan,SSD,2008,4339678,4484211,8823888
2307,Spain,ESP,2008,22729625,23224481,45954106
2308,Sri Lanka,LKA,2008,9922130,10363512,20285643
2309,St. Kitts and Nevis,KNA,2008,23251,23904,47156
2310,St. Lucia,LCA,2008,83904,84671,168576
2311,St. Martin (French part),MAF,2008,16911,18631,35541
2312,St. Vincent and the Grenadines,VCT,2008,56444,53871,110316
2313,Sudan,SDN,2008,16057614,16007627,32065241
2314,Suriname,SUR,2008,268623,265315,533938
2315,Sweden,SWE,2008,4582936,4636700,9219637
2316,Switzerland,CHE,2008,3758858,3888817,7647675
2317,Syrian Arab Republic,SYR,2008,10842593,10631467,21474059
2318,Tajikistan,TJK,2008,3643840,3680787,7324627
2319,Tanzania,TZA,2008,21125684,21745199,42870884
2320,Thailand,THA,2008,33082657,34245582,67328239
2321,Timor-Leste,TLS,2008,534882,508195,1043076
2322,Togo,TGO,2008,3111737,3110745,6222482
2323,Tonga,TON,2008,54069,52863,106932
2324,Trinidad and Tobago,TTO,2008,687991,704812,1392803
2325,Tunisia,TUN,2008,5321608,5358773,10680380
2326,Turkiye,TUR,2008,35693313,35358365,71051678
2327,Turkmenistan,TKM,2008,2516289,2583794,5100083
2328,Turks and Caicos Islands,TCA,2008,13959,13463,27422
2329,Tuvalu,TUV,2008,5227,5045,10272
2330,Uganda,UGA,2008,14997204,15512657,30509862
2331,Ukraine,UKR,2008,21319797,24938391,46258189
2332,United Arab Emirates,ARE,2008,5044718,1943966,6988685
2333,United Kingdom,GBR,2008,30290652,31516343,61806995
2334,United States,USA,2008,149804127,154289840,304093966
2335,Uruguay,URY,2008,1608578,1727547,3336126
2336,Uzbekistan,UZB,2008,13633078,13669723,27302800
2337,Vanuatu,VUT,2008,118398,115554,233952
2338,"Venezuela, RB",VEN,2008,13949599,13984235,27933833
2339,Viet Nam,VNM,2008,42119105,43478136,85597241
2340,Virgin Islands (U.S.),VIR,2008,51890,56507,108397
2341,West Bank and Gaza,PSE,2008,1793167,1798811,3591977
2342,"Yemen, Rep.",YEM,2008,11797215,11531790,23329004
2343,Zambia,ZMB,2008,6283615,6569350,12852966
2344,Zimbabwe,ZWE,2008,5911975,6638373,12550347
2345,Africa Eastern and Southern,AFE,2008,244643269,251105628,495748900
2346,Africa Western and Central,AFW,2008,168835003,168058833,336893835
2347,Arab World,ARB,2008,178974938,167655506,346630443
2348,Caribbean small states,CSS,2008,3429535,3494385,6923924
2349,Central Europe and the Baltics,CEB,2008,50654999,54346886,105001883
2350,Early-demographic dividend,EAR,2008,1455181684,1402405324,2857587007
2351,East Asia & Pacific,EAS,2008,1104102017,1075812095,2179914111
2352,East Asia & Pacific (excluding high income),EAP,2008,986290095,954478047,1940768141
2353,East Asia & Pacific (IDA & IBRD countries),TEA,2008,974341351,941967988,1916309337
2354,Euro area,EMU,2008,163000046,171290221,334290264
2355,Europe & Central Asia,ECS,2008,426211931,455876475,882088404
2356,Europe & Central Asia (excluding high income),ECA,2008,178903812,196108396,375012208
2357,Europe & Central Asia (IDA & IBRD countries),TEC,2008,209394983,228590564,437985547
2358,European Union,EUU,2008,214266863,225625353,439892213
2359,Fragile and conflict affected situations,FCS,2008,369009289,372297112,741306396
2360,Heavily indebted poor countries (HIPC),HPC,2008,296732074,299569280,596301357
2361,High income,HIC,2008,576003109,588406125,1164409232
2362,IBRD only,IBD,2008,2193735617,2144330346,4338065967
2363,IDA & IBRD total,IBT,2008,2869390529,2817144331,5686534868
2364,IDA blend,IDB,2008,228038472,222230995,450269469
2365,IDA only,IDX,2008,447616440,450582990,898199432
2366,IDA total,IDA,2008,675654912,672813985,1348468901
2367,Late-demographic dividend,LTE,2008,1085395180,1070651030,2156046215
2368,Latin America & Caribbean,LCN,2008,284954393,291431783,576386180
2369,Latin America & Caribbean (excluding high income),LAC,2008,255886885,261872503,517759389
2370,Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,276959666,283227167,560186837
2371,Least developed countries: UN classification,LDC,2008,400766197,403871141,804637337
2372,Low & middle income,LMY,2008,2831523934,2777573966,5609097906
2373,Low income,LIC,2008,240437583,242203203,482640782
2374,Lower middle income,LMC,2008,1320682549,1275955352,2596637908
2375,Middle East & North Africa,MEA,2008,196347412,183946689,380294099
2376,Middle East & North Africa (excluding high income),MNA,2008,166939795,163353509,330293304
2377,Middle East & North Africa (IDA & IBRD countries),TMN,2008,165146628,161554698,326701327
2378,Middle income,MIC,2008,2591086351,2535370763,5126457124
2379,North America,NAC,2008,166312988,171093370,337406357
2380,Not classified,INX,2008,..,..,..
2381,OECD members,OED,2008,625553719,648028338,1273582053
2382,Other small states,OSS,2008,13102699,12272579,25375277
2383,Pacific island small states,PSS,2008,1147436,1104070,2251506
2384,Post-demographic dividend,PST,2008,520634116,543997855,1064631968
2385,Pre-demographic dividend,PRE,2008,347109225,349894667,697003893
2386,Small states,SST,2008,17679670,16871034,34550707
2387,South Asia,SAS,2008,830069629,782639453,1612709085
2388,South Asia (IDA & IBRD),TSA,2008,830069629,782639453,1612709085
2389,Sub-Saharan Africa,SSF,2008,413478272,419164461,832642735
2390,Sub-Saharan Africa (excluding high income),SSA,2008,413433718,419122058,832555779
2391,Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,413478272,419164461,832642735
2392,Upper middle income,UMC,2008,1270403802,1259415411,2529819216
2393,World,WLD,2008,3421476642,3379964326,6801440971
2394,Afghanistan,AFG,2009,13827977,13557331,27385307
2395,Albania,ALB,2009,1464541,1462978,2927519
2396,Algeria,DZA,2009,17946941,17249096,35196037
2397,American Samoa,ASM,2009,27960,27406,55366
2398,Andorra,AND,2009,37787,36065,73852
2399,Angola,AGO,2009,11084704,11422969,22507674
2400,Antigua and Barbuda,ATG,2009,40012,44522,84534
2401,Argentina,ARG,2009,20095357,20588982,40684338
2402,Armenia,ARM,2009,1371050,1593247,2964296
2403,Aruba,ABW,2009,47292,51919,99212
2404,Australia,AUS,2009,10797546,10894107,21691653
2405,Austria,AUT,2009,4061602,4281722,8343323
2406,Azerbaijan,AZE,2009,4379608,4567635,8947243
2407,"Bahamas, The",BHS,2009,178154,189903,368057
2408,Bahrain,BHR,2009,731120,448332,1179453
2409,Bangladesh,BGD,2009,73488956,73217854,146706810
2410,Barbados,BRB,2009,130593,143198,273791
2411,Belarus,BLR,2009,4406288,5098294,9504583
2412,Belgium,BEL,2009,5290436,5506057,10796493
2413,Belize,BLZ,2009,157247,156923,314171
2414,Benin,BEN,2009,4568957,4603557,9172514
2415,Bermuda,BMU,2009,31921,33716,65636
2416,Bhutan,BTN,2009,371464,326213,697678
2417,Bolivia,BOL,2009,5066350,4984968,10051317
2418,Bosnia and Herzegovina,BIH,2009,1891814,1985936,3877750
2419,Botswana,BWA,2009,1005676,1043322,2048997
2420,Brazil,BRA,2009,95935867,98581682,194517549
2421,British Virgin Islands,VGB,2009,13329,13714,27044
2422,Brunei Darussalam,BRN,2009,203252,187059,390311
2423,Bulgaria,BGR,2009,3597386,3847057,7444443
2424,Burkina Faso,BFA,2009,7767361,7882660,15650022
2425,Burundi,BDI,2009,4306730,4402636,8709366
2426,Cabo Verde,CPV,2009,256599,259039,515638
2427,Cambodia,KHM,2009,7001368,7154373,14155740
2428,Cameroon,CMR,2009,9609692,9709582,19319274
2429,Canada,CAN,2009,16666218,16962677,33628895
2430,Cayman Islands,CYM,2009,26033,26569,52602
2431,Central African Republic,CAF,2009,2290077,2274463,4564540
2432,Chad,TCD,2009,5755890,5740238,11496128
2433,Channel Islands,CHI,2009,76153,79568,155721
2434,Chile,CHL,2009,8353799,8479648,16833447
2435,China,CHN,2009,681368810,649891191,1331260000
2436,Colombia,COL,2009,21925966,22387951,44313917
2437,Comoros,COM,2009,321030,321463,642493
2438,"Congo, Dem. Rep.",COD,2009,31828645,32441587,64270232
2439,"Congo, Rep.",COG,2009,2120331,2136899,4257230
2440,Costa Rica,CRI,2009,2291917,2271211,4563127
2441,Cote d'Ivoire,CIV,2009,10483883,10193879,20677762
2442,Croatia,HRV,2009,2070404,2234777,4305181
2443,Cuba,CUB,2009,5635364,5647821,11283185
2444,Curacao,CUW,2009,67387,79445,146833
2445,Cyprus,CYP,2009,557572,553403,1110974
2446,Czechia,CZE,2009,5119992,5323944,10443936
2447,Denmark,DNK,2009,2737217,2785879,5523095
2448,Djibouti,DJI,2009,448524,452579,901103
2449,Dominica,DMA,2009,34697,34089,68787
2450,Dominican Republic,DOM,2009,4882666,4765395,9648061
2451,Ecuador,ECU,2009,7376503,7366263,14742766
2452,"Egypt, Arab Rep.",EGY,2009,43295925,42205138,85501064
2453,El Salvador,SLV,2009,2911996,3179191,6091188
2454,Equatorial Guinea,GNQ,2009,542409,501277,1043686
2455,Eritrea,ERI,2009,1515585,1568303,3083888
2456,Estonia,EST,2009,621054,713461,1334515
2457,Eswatini,SWZ,2009,529313,565573,1094886
2458,Ethiopia,ETH,2009,43667289,43088296,86755585
2459,Faroe Islands,FRO,2009,25151,23279,48429
2460,Fiji,FJI,2009,459159,442224,901383
2461,Finland,FIN,2009,2618383,2720488,5338871
